"","nom_comarca","nivell","nom_naturalesa","nom_ensenyament","edat","places ofertades","assignacions","% ocupades","dem","Curs"
"611","Osona","1","Public","Educacio primaria",6,225,21,9.3,"Catalunya","1-Educacio primaria"
"612","Osona","1","Public","Educacio secundaria obligatoria",12,1294,1156,89.3,"Catalunya","1-Educacio secundaria obligatoria"
"613","Osona","2","Privat","Educacio infantil 2n cicle",4,66,7,10.6,"Catalunya","2-Educacio infantil 2n cicle"
"614","Osona","2","Privat","Educacio primaria",7,68,4,5.9,"Catalunya","2-Educacio primaria"
"615","Osona","2","Privat","Educacio secundaria obligatoria",13,52,2,3.8,"Catalunya","2-Educacio secundaria obligatoria"
"616","Osona","2","Public","Educacio infantil 2n cicle",4,308,20,6.5,"Catalunya","2-Educacio infantil 2n cicle"
"617","Osona","2","Public","Educacio primaria",7,237,5,2.1,"Catalunya","2-Educacio primaria"
"618","Osona","2","Public","Educacio secundaria obligatoria",13,83,9,10.8,"Catalunya","2-Educacio secundaria obligatoria"
"619","Osona","3","Privat","Educacio infantil 2n cicle",5,56,6,10.7,"Catalunya","3-Educacio infantil 2n cicle"
"620","Osona","3","Privat","Educacio primaria",8,48,8,16.7,"Catalunya","3-Educacio primaria"
"621","Osona","3","Privat","Educacio secundaria obligatoria",14,55,3,5.5,"Catalunya","3-Educacio secundaria obligatoria"
"622","Osona","3","Public","Educacio infantil 2n cicle",5,274,10,3.6,"Catalunya","3-Educacio infantil 2n cicle"
"623","Osona","3","Public","Educacio primaria",8,206,13,6.3,"Catalunya","3-Educacio primaria"
"624","Osona","3","Public","Educacio secundaria obligatoria",14,124,21,16.9,"Catalunya","3-Educacio secundaria obligatoria"
"625","Osona","4","Privat","Educacio primaria",9,30,8,26.7,"Catalunya","4-Educacio primaria"
"626","Osona","4","Privat","Educacio secundaria obligatoria",15,56,1,1.8,"Catalunya","4-Educacio secundaria obligatoria"
"627","Osona","4","Public","Educacio primaria",9,173,14,8.1,"Catalunya","4-Educacio primaria"
"628","Osona","4","Public","Educacio secundaria obligatoria",15,76,16,21.1,"Catalunya","4-Educacio secundaria obligatoria"
"629","Osona","5","Privat","Educacio primaria",10,35,6,17.1,"Catalunya","5-Educacio primaria"
"630","Osona","5","Public","Educacio primaria",10,205,4,2,"Catalunya","5-Educacio primaria"
"631","Osona","6","Privat","Educacio primaria",11,19,3,15.8,"Catalunya","6-Educacio primaria"
"632","Osona","6","Public","Educacio primaria",11,233,16,6.9,"Catalunya","6-Educacio primaria"
"633","Pallars Jussa","1","Privat","Educacio infantil 2n cicle",3,25,19,76,"Catalunya","1-Educacio infantil 2n cicle"
"634","Pallars Jussa","1","Privat","Educacio primaria",6,5,0,0,"Catalunya","1-Educacio primaria"
"635","Pallars Jussa","1","Privat","Educacio secundaria obligatoria",12,3,1,33.3,"Catalunya","1-Educacio secundaria obligatoria"
"636","Pallars Jussa","1","Public","Educacio infantil 2n cicle",3,95,73,76.8,"Catalunya","1-Educacio infantil 2n cicle"
"637","Pallars Jussa","1","Public","Educacio primaria",6,26,0,0,"Catalunya","1-Educacio primaria"
"638","Pallars Jussa","1","Public","Educacio secundaria obligatoria",12,148,110,74.3,"Catalunya","1-Educacio secundaria obligatoria"
"639","Pallars Jussa","2","Privat","Educacio infantil 2n cicle",4,4,0,0,"Catalunya","2-Educacio infantil 2n cicle"
"640","Pallars Jussa","2","Privat","Educacio primaria",7,0,0,NA,"Catalunya","2-Educacio primaria"
"641","Pallars Jussa","2","Privat","Educacio secundaria obligatoria",13,7,0,0,"Catalunya","2-Educacio secundaria obligatoria"
"642","Pallars Jussa","2","Public","Educacio infantil 2n cicle",4,24,1,4.2,"Catalunya","2-Educacio infantil 2n cicle"
"643","Pallars Jussa","2","Public","Educacio primaria",7,6,2,33.3,"Catalunya","2-Educacio primaria"
"644","Pallars Jussa","2","Public","Educacio secundaria obligatoria",13,18,0,0,"Catalunya","2-Educacio secundaria obligatoria"
"645","Pallars Jussa","3","Privat","Educacio infantil 2n cicle",5,4,0,0,"Catalunya","3-Educacio infantil 2n cicle"
"646","Pallars Jussa","3","Privat","Educacio primaria",8,6,0,0,"Catalunya","3-Educacio primaria"
"647","Pallars Jussa","3","Privat","Educacio secundaria obligatoria",14,10,0,0,"Catalunya","3-Educacio secundaria obligatoria"
"648","Pallars Jussa","3","Public","Educacio infantil 2n cicle",5,20,1,5,"Catalunya","3-Educacio infantil 2n cicle"
"649","Pallars Jussa","3","Public","Educacio primaria",8,23,0,0,"Catalunya","3-Educacio primaria"
"650","Pallars Jussa","3","Public","Educacio secundaria obligatoria",14,35,0,0,"Catalunya","3-Educacio secundaria obligatoria"
"651","Pallars Jussa","4","Privat","Educacio primaria",9,1,0,0,"Catalunya","4-Educacio primaria"
"652","Pallars Jussa","4","Privat","Educacio secundaria obligatoria",15,7,0,0,"Catalunya","4-Educacio secundaria obligatoria"
"653","Pallars Jussa","4","Public","Educacio primaria",9,24,1,4.2,"Catalunya","4-Educacio primaria"
"654","Pallars Jussa","4","Public","Educacio secundaria obligatoria",15,20,0,0,"Catalunya","4-Educacio secundaria obligatoria"
"655","Pallars Jussa","5","Privat","Educacio primaria",10,6,0,0,"Catalunya","5-Educacio primaria"
"656","Pallars Jussa","5","Public","Educacio primaria",10,16,0,0,"Catalunya","5-Educacio primaria"
"657","Pallars Jussa","6","Privat","Educacio primaria",11,1,0,0,"Catalunya","6-Educacio primaria"
"658","Pallars Jussa","6","Public","Educacio primaria",11,1,1,100,"Catalunya","6-Educacio primaria"
"659","Pallars Sobira","1","Public","Educacio infantil 2n cicle",3,56,50,89.3,"Catalunya","1-Educacio infantil 2n cicle"
"660","Pallars Sobira","1","Public","Educacio primaria",6,1,1,100,"Catalunya","1-Educacio primaria"
"661","Pallars Sobira","1","Public","Educacio secundaria obligatoria",12,89,64,71.9,"Catalunya","1-Educacio secundaria obligatoria"
"662","Pallars Sobira","2","Public","Educacio infantil 2n cicle",4,3,2,66.7,"Catalunya","2-Educacio infantil 2n cicle"
"663","Pallars Sobira","2","Public","Educacio primaria",7,2,1,50,"Catalunya","2-Educacio primaria"
"664","Pallars Sobira","2","Public","Educacio secundaria obligatoria",13,28,0,0,"Catalunya","2-Educacio secundaria obligatoria"
"665","Pallars Sobira","3","Public","Educacio infantil 2n cicle",5,1,1,100,"Catalunya","3-Educacio infantil 2n cicle"
"666","Pallars Sobira","3","Public","Educacio primaria",8,1,1,100,"Catalunya","3-Educacio primaria"
"667","Pallars Sobira","3","Public","Educacio secundaria obligatoria",14,5,0,0,"Catalunya","3-Educacio secundaria obligatoria"
"668","Pallars Sobira","4","Public","Educacio primaria",9,1,1,100,"Catalunya","4-Educacio primaria"
"669","Pallars Sobira","4","Public","Educacio secundaria obligatoria",15,29,0,0,"Catalunya","4-Educacio secundaria obligatoria"
"670","Pallars Sobira","5","Public","Educacio primaria",10,3,2,66.7,"Catalunya","5-Educacio primaria"
"671","Pallars Sobira","6","Public","Educacio primaria",11,0,0,NA,"Catalunya","6-Educacio primaria"
"672","Pla d'Urgell","1","Privat","Educacio infantil 2n cicle",3,69,44,63.8,"Catalunya","1-Educacio infantil 2n cicle"
"673","Pla d'Urgell","1","Privat","Educacio primaria",6,0,0,NA,"Catalunya","1-Educacio primaria"
"674","Pla d'Urgell","1","Privat","Educacio secundaria obligatoria",12,86,87,101.2,"Catalunya","1-Educacio secundaria obligatoria"
"675","Pla d'Urgell","1","Public","Educacio infantil 2n cicle",3,403,273,67.7,"Catalunya","1-Educacio infantil 2n cicle"
"676","Pla d'Urgell","1","Public","Educacio primaria",6,69,0,0,"Catalunya","1-Educacio primaria"
"677","Pla d'Urgell","1","Public","Educacio secundaria obligatoria",12,301,283,94,"Catalunya","1-Educacio secundaria obligatoria"
"678","Pla d'Urgell","2","Privat","Educacio infantil 2n cicle",4,0,0,NA,"Catalunya","2-Educacio infantil 2n cicle"
"679","Pla d'Urgell","2","Privat","Educacio primaria",7,11,0,0,"Catalunya","2-Educacio primaria"
"680","Pla d'Urgell","2","Privat","Educacio secundaria obligatoria",13,2,2,100,"Catalunya","2-Educacio secundaria obligatoria"
"681","Pla d'Urgell","2","Public","Educacio infantil 2n cicle",4,93,3,3.2,"Catalunya","2-Educacio infantil 2n cicle"
"682","Pla d'Urgell","2","Public","Educacio primaria",7,84,2,2.4,"Catalunya","2-Educacio primaria"
"683","Pla d'Urgell","2","Public","Educacio secundaria obligatoria",13,7,4,57.1,"Catalunya","2-Educacio secundaria obligatoria"
"684","Pla d'Urgell","3","Privat","Educacio infantil 2n cicle",5,0,0,NA,"Catalunya","3-Educacio infantil 2n cicle"
"685","Pla d'Urgell","3","Privat","Educacio primaria",8,1,0,0,"Catalunya","3-Educacio primaria"
"686","Pla d'Urgell","3","Privat","Educacio secundaria obligatoria",14,0,0,NA,"Catalunya","3-Educacio secundaria obligatoria"
"687","Pla d'Urgell","3","Public","Educacio infantil 2n cicle",5,94,7,7.4,"Catalunya","3-Educacio infantil 2n cicle"
"688","Pla d'Urgell","3","Public","Educacio primaria",8,86,2,2.3,"Catalunya","3-Educacio primaria"
"689","Pla d'Urgell","3","Public","Educacio secundaria obligatoria",14,26,4,15.4,"Catalunya","3-Educacio secundaria obligatoria"
"690","Pla d'Urgell","4","Privat","Educacio primaria",9,0,0,NA,"Catalunya","4-Educacio primaria"
"691","Pla d'Urgell","4","Privat","Educacio secundaria obligatoria",15,0,0,NA,"Catalunya","4-Educacio secundaria obligatoria"
"692","Pla d'Urgell","4","Public","Educacio primaria",9,79,4,5.1,"Catalunya","4-Educacio primaria"
"693","Pla d'Urgell","4","Public","Educacio secundaria obligatoria",15,21,2,9.5,"Catalunya","4-Educacio secundaria obligatoria"
"694","Pla d'Urgell","5","Privat","Educacio primaria",10,0,0,NA,"Catalunya","5-Educacio primaria"
"695","Pla d'Urgell","5","Public","Educacio primaria",10,75,1,1.3,"Catalunya","5-Educacio primaria"
"696","Pla d'Urgell","6","Privat","Educacio primaria",11,0,0,NA,"Catalunya","6-Educacio primaria"
"697","Pla d'Urgell","6","Public","Educacio primaria",11,84,2,2.4,"Catalunya","6-Educacio primaria"
"698","Pla de l'Estany","1","Privat","Educacio primaria",6,25,15,60,"Catalunya","1-Educacio primaria"
"699","Pla de l'Estany","1","Privat","Educacio secundaria obligatoria",12,3,3,100,"Catalunya","1-Educacio secundaria obligatoria"
"700","Pla de l'Estany","1","Public","Educacio infantil 2n cicle",3,308,284,92.2,"Catalunya","1-Educacio infantil 2n cicle"
"701","Pla de l'Estany","1","Public","Educacio primaria",6,17,10,58.8,"Catalunya","1-Educacio primaria"
"702","Pla de l'Estany","1","Public","Educacio secundaria obligatoria",12,360,337,93.6,"Catalunya","1-Educacio secundaria obligatoria"
"703","Pla de l'Estany","2","Privat","Educacio primaria",7,4,0,0,"Catalunya","2-Educacio primaria"
"704","Pla de l'Estany","2","Privat","Educacio secundaria obligatoria",13,5,0,0,"Catalunya","2-Educacio secundaria obligatoria"
"705","Pla de l'Estany","2","Public","Educacio infantil 2n cicle",4,2,1,50,"Catalunya","2-Educacio infantil 2n cicle"
"706","Pla de l'Estany","2","Public","Educacio primaria",7,8,3,37.5,"Catalunya","2-Educacio primaria"
"707","Pla de l'Estany","2","Public","Educacio secundaria obligatoria",13,0,0,NA,"Catalunya","2-Educacio secundaria obligatoria"
"708","Pla de l'Estany","3","Privat","Educacio primaria",8,0,0,NA,"Catalunya","3-Educacio primaria"
"709","Pla de l'Estany","3","Privat","Educacio secundaria obligatoria",14,4,0,0,"Catalunya","3-Educacio secundaria obligatoria"
"710","Pla de l'Estany","3","Public","Educacio infantil 2n cicle",5,0,0,NA,"Catalunya","3-Educacio infantil 2n cicle"
"711","Pla de l'Estany","3","Public","Educacio primaria",8,20,3,15,"Catalunya","3-Educacio primaria"
"712","Pla de l'Estany","3","Public","Educacio secundaria obligatoria",14,9,1,11.1,"Catalunya","3-Educacio secundaria obligatoria"
"713","Pla de l'Estany","4","Privat","Educacio primaria",9,2,1,50,"Catalunya","4-Educacio primaria"
"714","Pla de l'Estany","4","Privat","Educacio secundaria obligatoria",15,1,0,0,"Catalunya","4-Educacio secundaria obligatoria"
"715","Pla de l'Estany","4","Public","Educacio primaria",9,13,3,23.1,"Catalunya","4-Educacio primaria"
"716","Pla de l'Estany","4","Public","Educacio secundaria obligatoria",15,0,0,NA,"Catalunya","4-Educacio secundaria obligatoria"
"717","Pla de l'Estany","5","Privat","Educacio primaria",10,3,0,0,"Catalunya","5-Educacio primaria"
"718","Pla de l'Estany","5","Public","Educacio primaria",10,5,2,40,"Catalunya","5-Educacio primaria"
"719","Pla de l'Estany","6","Privat","Educacio primaria",11,0,0,NA,"Catalunya","6-Educacio primaria"
"720","Pla de l'Estany","6","Public","Educacio primaria",11,1,1,100,"Catalunya","6-Educacio primaria"
"721","Priorat","1","Public","Educacio infantil 2n cicle",3,149,64,43,"Catalunya","1-Educacio infantil 2n cicle"
"722","Priorat","1","Public","Educacio primaria",6,38,0,0,"Catalunya","1-Educacio primaria"
"723","Priorat","1","Public","Educacio secundaria obligatoria",12,105,71,67.6,"Catalunya","1-Educacio secundaria obligatoria"
"724","Priorat","2","Public","Educacio infantil 2n cicle",4,53,0,0,"Catalunya","2-Educacio infantil 2n cicle"
"725","Priorat","2","Public","Educacio primaria",7,45,1,2.2,"Catalunya","2-Educacio primaria"
"726","Priorat","2","Public","Educacio secundaria obligatoria",13,30,1,3.3,"Catalunya","2-Educacio secundaria obligatoria"
"727","Priorat","3","Public","Educacio infantil 2n cicle",5,83,0,0,"Catalunya","3-Educacio infantil 2n cicle"
"728","Priorat","3","Public","Educacio primaria",8,59,4,6.8,"Catalunya","3-Educacio primaria"
"729","Priorat","3","Public","Educacio secundaria obligatoria",14,39,1,2.6,"Catalunya","3-Educacio secundaria obligatoria"
"730","Priorat","4","Public","Educacio primaria",9,42,2,4.8,"Catalunya","4-Educacio primaria"
"731","Priorat","4","Public","Educacio secundaria obligatoria",15,23,1,4.3,"Catalunya","4-Educacio secundaria obligatoria"
"732","Priorat","5","Public","Educacio primaria",10,42,1,2.4,"Catalunya","5-Educacio primaria"
"733","Priorat","6","Public","Educacio primaria",11,51,0,0,"Catalunya","6-Educacio primaria"
"734","Ribera d'Ebre","1","Privat","Educacio infantil 2n cicle",3,25,21,84,"Catalunya","1-Educacio infantil 2n cicle"
"735","Ribera d'Ebre","1","Privat","Educacio primaria",6,5,2,40,"Catalunya","1-Educacio primaria"
"736","Ribera d'Ebre","1","Privat","Educacio secundaria obligatoria",12,6,3,50,"Catalunya","1-Educacio secundaria obligatoria"
"737","Ribera d'Ebre","1","Public","Educacio infantil 2n cicle",3,276,152,55.1,"Catalunya","1-Educacio infantil 2n cicle"
"738","Ribera d'Ebre","1","Public","Educacio primaria",6,109,1,0.9,"Catalunya","1-Educacio primaria"
"739","Ribera d'Ebre","1","Public","Educacio secundaria obligatoria",12,173,116,67.1,"Catalunya","1-Educacio secundaria obligatoria"
"740","Ribera d'Ebre","2","Privat","Educacio infantil 2n cicle",4,0,0,NA,"Catalunya","2-Educacio infantil 2n cicle"
"741","Ribera d'Ebre","2","Privat","Educacio primaria",7,0,0,NA,"Catalunya","2-Educacio primaria"
"742","Ribera d'Ebre","2","Privat","Educacio secundaria obligatoria",13,2,0,0,"Catalunya","2-Educacio secundaria obligatoria"
"743","Ribera d'Ebre","2","Public","Educacio infantil 2n cicle",4,144,3,2.1,"Catalunya","2-Educacio infantil 2n cicle"
"744","Ribera d'Ebre","2","Public","Educacio primaria",7,86,2,2.3,"Catalunya","2-Educacio primaria"
"745","Ribera d'Ebre","2","Public","Educacio secundaria obligatoria",13,48,1,2.1,"Catalunya","2-Educacio secundaria obligatoria"
"746","Ribera d'Ebre","3","Privat","Educacio infantil 2n cicle",5,1,0,0,"Catalunya","3-Educacio infantil 2n cicle"
"747","Ribera d'Ebre","3","Privat","Educacio primaria",8,0,0,NA,"Catalunya","3-Educacio primaria"
"748","Ribera d'Ebre","3","Privat","Educacio secundaria obligatoria",14,8,0,0,"Catalunya","3-Educacio secundaria obligatoria"
"749","Ribera d'Ebre","3","Public","Educacio infantil 2n cicle",5,148,0,0,"Catalunya","3-Educacio infantil 2n cicle"
"750","Ribera d'Ebre","3","Public","Educacio primaria",8,101,2,2,"Catalunya","3-Educacio primaria"
"751","Ribera d'Ebre","3","Public","Educacio secundaria obligatoria",14,16,0,0,"Catalunya","3-Educacio secundaria obligatoria"
"752","Ribera d'Ebre","4","Privat","Educacio primaria",9,0,0,NA,"Catalunya","4-Educacio primaria"
"753","Ribera d'Ebre","4","Privat","Educacio secundaria obligatoria",15,6,0,0,"Catalunya","4-Educacio secundaria obligatoria"
"754","Ribera d'Ebre","4","Public","Educacio primaria",9,86,2,2.3,"Catalunya","4-Educacio primaria"
"755","Ribera d'Ebre","4","Public","Educacio secundaria obligatoria",15,32,2,6.2,"Catalunya","4-Educacio secundaria obligatoria"
"756","Ribera d'Ebre","5","Privat","Educacio primaria",10,0,0,NA,"Catalunya","5-Educacio primaria"
"757","Ribera d'Ebre","5","Public","Educacio primaria",10,99,3,3,"Catalunya","5-Educacio primaria"
"758","Ribera d'Ebre","6","Privat","Educacio primaria",11,0,0,NA,"Catalunya","6-Educacio primaria"
"759","Ribera d'Ebre","6","Public","Educacio primaria",11,110,0,0,"Catalunya","6-Educacio primaria"
"760","Ripolles","1","Privat","Educacio infantil 2n cicle",3,44,41,93.2,"Catalunya","1-Educacio infantil 2n cicle"
"761","Ripolles","1","Privat","Educacio primaria",6,2,1,50,"Catalunya","1-Educacio primaria"
"762","Ripolles","1","Privat","Educacio secundaria obligatoria",12,30,15,50,"Catalunya","1-Educacio secundaria obligatoria"
"763","Ripolles","1","Public","Educacio infantil 2n cicle",3,214,131,61.2,"Catalunya","1-Educacio infantil 2n cicle"
"764","Ripolles","1","Public","Educacio primaria",6,49,2,4.1,"Catalunya","1-Educacio primaria"
"765","Ripolles","1","Public","Educacio secundaria obligatoria",12,213,158,74.2,"Catalunya","1-Educacio secundaria obligatoria"
"766","Ripolles","2","Privat","Educacio infantil 2n cicle",4,7,0,0,"Catalunya","2-Educacio infantil 2n cicle"
"767","Ripolles","2","Privat","Educacio primaria",7,0,0,NA,"Catalunya","2-Educacio primaria"
"768","Ripolles","2","Privat","Educacio secundaria obligatoria",13,12,1,8.3,"Catalunya","2-Educacio secundaria obligatoria"
"769","Ripolles","2","Public","Educacio infantil 2n cicle",4,38,1,2.6,"Catalunya","2-Educacio infantil 2n cicle"
"770","Ripolles","2","Public","Educacio primaria",7,49,1,2,"Catalunya","2-Educacio primaria"
"771","Ripolles","2","Public","Educacio secundaria obligatoria",13,35,0,0,"Catalunya","2-Educacio secundaria obligatoria"
"772","Ripolles","3","Privat","Educacio infantil 2n cicle",5,0,0,NA,"Catalunya","3-Educacio infantil 2n cicle"
"773","Ripolles","3","Privat","Educacio primaria",8,0,0,NA,"Catalunya","3-Educacio primaria"
"774","Ripolles","3","Privat","Educacio secundaria obligatoria",14,0,0,NA,"Catalunya","3-Educacio secundaria obligatoria"
"775","Ripolles","3","Public","Educacio infantil 2n cicle",5,24,2,8.3,"Catalunya","3-Educacio infantil 2n cicle"
"776","Ripolles","3","Public","Educacio primaria",8,48,2,4.2,"Catalunya","3-Educacio primaria"
"777","Ripolles","3","Public","Educacio secundaria obligatoria",14,58,5,8.6,"Catalunya","3-Educacio secundaria obligatoria"
"778","Ripolles","4","Privat","Educacio primaria",9,0,0,NA,"Catalunya","4-Educacio primaria"
"779","Ripolles","4","Privat","Educacio secundaria obligatoria",15,0,0,NA,"Catalunya","4-Educacio secundaria obligatoria"
"780","Ripolles","4","Public","Educacio primaria",9,53,1,1.9,"Catalunya","4-Educacio primaria"
"781","Ripolles","4","Public","Educacio secundaria obligatoria",15,31,0,0,"Catalunya","4-Educacio secundaria obligatoria"
"782","Ripolles","5","Privat","Educacio primaria",10,0,0,NA,"Catalunya","5-Educacio primaria"
"783","Ripolles","5","Public","Educacio primaria",10,74,0,0,"Catalunya","5-Educacio primaria"
"784","Ripolles","6","Privat","Educacio primaria",11,0,0,NA,"Catalunya","6-Educacio primaria"
"785","Ripolles","6","Public","Educacio primaria",11,70,0,0,"Catalunya","6-Educacio primaria"
"786","Segarra","1","Privat","Educacio infantil 2n cicle",3,25,12,48,"Catalunya","1-Educacio infantil 2n cicle"
"787","Segarra","1","Privat","Educacio primaria",6,0,0,NA,"Catalunya","1-Educacio primaria"
"788","Segarra","1","Privat","Educacio secundaria obligatoria",12,15,6,40,"Catalunya","1-Educacio secundaria obligatoria"
"789","Segarra","1","Public","Educacio infantil 2n cicle",3,203,139,68.5,"Catalunya","1-Educacio infantil 2n cicle"
"790","Segarra","1","Public","Educacio primaria",6,54,2,3.7,"Catalunya","1-Educacio primaria"
"791","Segarra","1","Public","Educacio secundaria obligatoria",12,216,197,91.2,"Catalunya","1-Educacio secundaria obligatoria"
"792","Segarra","2","Privat","Educacio infantil 2n cicle",4,0,0,NA,"Catalunya","2-Educacio infantil 2n cicle"
"793","Segarra","2","Privat","Educacio primaria",7,0,0,NA,"Catalunya","2-Educacio primaria"
"794","Segarra","2","Privat","Educacio secundaria obligatoria",13,7,0,0,"Catalunya","2-Educacio secundaria obligatoria"
"795","Segarra","2","Public","Educacio infantil 2n cicle",4,2,0,0,"Catalunya","2-Educacio infantil 2n cicle"
"796","Segarra","2","Public","Educacio primaria",7,21,2,9.5,"Catalunya","2-Educacio primaria"
"797","Segarra","2","Public","Educacio secundaria obligatoria",13,10,1,10,"Catalunya","2-Educacio secundaria obligatoria"
"798","Segarra","3","Privat","Educacio infantil 2n cicle",5,1,0,0,"Catalunya","3-Educacio infantil 2n cicle"
"799","Segarra","3","Privat","Educacio primaria",8,3,0,0,"Catalunya","3-Educacio primaria"
"800","Segarra","3","Privat","Educacio secundaria obligatoria",14,8,0,0,"Catalunya","3-Educacio secundaria obligatoria"
"801","Segarra","3","Public","Educacio infantil 2n cicle",5,50,2,4,"Catalunya","3-Educacio infantil 2n cicle"
"802","Segarra","3","Public","Educacio primaria",8,29,1,3.4,"Catalunya","3-Educacio primaria"
"803","Segarra","3","Public","Educacio secundaria obligatoria",14,45,2,4.4,"Catalunya","3-Educacio secundaria obligatoria"
"804","Segarra","4","Privat","Educacio primaria",9,3,0,0,"Catalunya","4-Educacio primaria"
"805","Segarra","4","Privat","Educacio secundaria obligatoria",15,9,0,0,"Catalunya","4-Educacio secundaria obligatoria"
"806","Segarra","4","Public","Educacio primaria",9,38,2,5.3,"Catalunya","4-Educacio primaria"
"807","Segarra","4","Public","Educacio secundaria obligatoria",15,22,1,4.5,"Catalunya","4-Educacio secundaria obligatoria"
"808","Segarra","5","Privat","Educacio primaria",10,7,0,0,"Catalunya","5-Educacio primaria"
"809","Segarra","5","Public","Educacio primaria",10,36,1,2.8,"Catalunya","5-Educacio primaria"
"810","Segarra","6","Privat","Educacio primaria",11,3,0,0,"Catalunya","6-Educacio primaria"
"811","Segarra","6","Public","Educacio primaria",11,22,0,0,"Catalunya","6-Educacio primaria"
"812","Segria","1","Privat","Educacio infantil 2n cicle",3,648,446,68.8,"Catalunya","1-Educacio infantil 2n cicle"
"813","Segria","1","Privat","Educacio primaria",6,82,21,25.6,"Catalunya","1-Educacio primaria"
"814","Segria","1","Privat","Educacio secundaria obligatoria",12,185,109,58.9,"Catalunya","1-Educacio secundaria obligatoria"
"815","Segria","1","Public","Educacio infantil 2n cicle",3,1648,1284,77.9,"Catalunya","1-Educacio infantil 2n cicle"
"816","Segria","1","Public","Educacio primaria",6,142,6,4.2,"Catalunya","1-Educacio primaria"
"817","Segria","1","Public","Educacio secundaria obligatoria",12,1841,1584,86,"Catalunya","1-Educacio secundaria obligatoria"
"818","Segria","2","Privat","Educacio infantil 2n cicle",4,64,2,3.1,"Catalunya","2-Educacio infantil 2n cicle"
"819","Segria","2","Privat","Educacio primaria",7,29,11,37.9,"Catalunya","2-Educacio primaria"
"820","Segria","2","Privat","Educacio secundaria obligatoria",13,86,8,9.3,"Catalunya","2-Educacio secundaria obligatoria"
"821","Segria","2","Public","Educacio infantil 2n cicle",4,224,28,12.5,"Catalunya","2-Educacio infantil 2n cicle"
"822","Segria","2","Public","Educacio primaria",7,199,7,3.5,"Catalunya","2-Educacio primaria"
"823","Segria","2","Public","Educacio secundaria obligatoria",13,140,23,16.4,"Catalunya","2-Educacio secundaria obligatoria"
"824","Segria","3","Privat","Educacio infantil 2n cicle",5,30,8,26.7,"Catalunya","3-Educacio infantil 2n cicle"
"825","Segria","3","Privat","Educacio primaria",8,39,5,12.8,"Catalunya","3-Educacio primaria"
"826","Segria","3","Privat","Educacio secundaria obligatoria",14,78,8,10.3,"Catalunya","3-Educacio secundaria obligatoria"
"827","Segria","3","Public","Educacio infantil 2n cicle",5,206,8,3.9,"Catalunya","3-Educacio infantil 2n cicle"
"828","Segria","3","Public","Educacio primaria",8,223,9,4,"Catalunya","3-Educacio primaria"
"829","Segria","3","Public","Educacio secundaria obligatoria",14,73,11,15.1,"Catalunya","3-Educacio secundaria obligatoria"
"830","Segria","4","Privat","Educacio primaria",9,34,10,29.4,"Catalunya","4-Educacio primaria"
"831","Segria","4","Privat","Educacio secundaria obligatoria",15,70,8,11.4,"Catalunya","4-Educacio secundaria obligatoria"
"832","Segria","4","Public","Educacio primaria",9,264,15,5.7,"Catalunya","4-Educacio primaria"
"833","Segria","4","Public","Educacio secundaria obligatoria",15,98,12,12.2,"Catalunya","4-Educacio secundaria obligatoria"
"834","Segria","5","Privat","Educacio primaria",10,8,7,87.5,"Catalunya","5-Educacio primaria"
"835","Segria","5","Public","Educacio primaria",10,251,10,4,"Catalunya","5-Educacio primaria"
"836","Segria","6","Privat","Educacio primaria",11,7,4,57.1,"Catalunya","6-Educacio primaria"
"837","Segria","6","Public","Educacio primaria",11,230,9,3.9,"Catalunya","6-Educacio primaria"
"838","Selva","1","Privat","Educacio infantil 2n cicle",3,273,196,71.8,"Catalunya","1-Educacio infantil 2n cicle"
"839","Selva","1","Privat","Educacio primaria",6,40,27,67.5,"Catalunya","1-Educacio primaria"
"840","Selva","1","Privat","Educacio secundaria obligatoria",12,34,17,50,"Catalunya","1-Educacio secundaria obligatoria"
"841","Selva","1","Public","Educacio infantil 2n cicle",3,1358,1119,82.4,"Catalunya","1-Educacio infantil 2n cicle"
"842","Selva","1","Public","Educacio primaria",6,145,16,11,"Catalunya","1-Educacio primaria"
"843","Selva","1","Public","Educacio secundaria obligatoria",12,1680,1424,84.8,"Catalunya","1-Educacio secundaria obligatoria"
"844","Selva","2","Privat","Educacio infantil 2n cicle",4,40,6,15,"Catalunya","2-Educacio infantil 2n cicle"
"845","Selva","2","Privat","Educacio primaria",7,19,4,21.1,"Catalunya","2-Educacio primaria"
"846","Selva","2","Privat","Educacio secundaria obligatoria",13,18,2,11.1,"Catalunya","2-Educacio secundaria obligatoria"
"847","Selva","2","Public","Educacio infantil 2n cicle",4,171,16,9.4,"Catalunya","2-Educacio infantil 2n cicle"
"848","Selva","2","Public","Educacio primaria",7,190,16,8.4,"Catalunya","2-Educacio primaria"
"849","Selva","2","Public","Educacio secundaria obligatoria",13,131,23,17.6,"Catalunya","2-Educacio secundaria obligatoria"
"850","Selva","3","Privat","Educacio infantil 2n cicle",5,21,3,14.3,"Catalunya","3-Educacio infantil 2n cicle"
"851","Selva","3","Privat","Educacio primaria",8,20,5,25,"Catalunya","3-Educacio primaria"
"852","Selva","3","Privat","Educacio secundaria obligatoria",14,16,1,6.2,"Catalunya","3-Educacio secundaria obligatoria"
"853","Selva","3","Public","Educacio infantil 2n cicle",5,148,12,8.1,"Catalunya","3-Educacio infantil 2n cicle"
